Gene,Mean_Control,Mean_Disease,FoldChange,log2FoldChange,p_value,adj_p_value
Gene_261734,2.507974663,2.497420449,0.995791738,-0.006084049,0.904287793,0.98850346
Gene_101929200,0.980146923,0.994550516,1.014695341,0.021046628,0.904514778,0.98850346
Gene_254251,2.536219297,2.546098008,1.003895054,0.00560846,0.904429237,0.98850346
Gene_3617,1.284990268,1.296566047,1.009008456,0.012938266,0.904494625,0.98850346
Gene_642517,3.329328002,3.316657568,0.996194297,-0.005500943,0.904556638,0.98850346
Gene_23586,2.743477685,2.750504571,1.002561306,0.003690459,0.904462736,0.98850346
Gene_22943,1.135698608,1.119510006,0.985745689,-0.0207126,0.904630272,0.988525045
Gene_23125,3.178587489,3.196444181,1.005617807,0.008082102,0.904838399,0.988527999
Gene_2287,3.239519349,3.229298918,0.996845078,-0.004558785,0.904757551,0.988527999
Gene_101928953,1.805412799,1.819428351,1.007763074,0.011156499,0.90495627,0.988527999
Gene_64061,3.495906513,3.486617835,0.997342984,-0.003838365,0.904859684,0.988527999
Gene_57482,2.889297919,2.873896397,0.994669458,-0.007710916,0.904912823,0.988527999
Gene_7841,2.642711598,2.634224982,0.996788671,-0.004640424,0.90483063,0.988527999
Gene_160140,2.629661891,2.621981136,0.997079185,-0.004220011,0.906229769,0.988608169
Gene_51185,3.41063325,3.421646071,1.003228966,0.004650909,0.906381481,0.988608169
Gene_83932,2.147438739,2.139850095,0.996466188,-0.005107242,0.906683266,0.988608169
Gene_692148,4.117499577,4.100765273,0.995935809,-0.005875335,0.906319716,0.988608169
Gene_7448,1.380902932,1.389085388,1.005925439,0.008523374,0.906248142,0.988608169
Gene_5276,1.925942934,1.906236616,0.989767963,-0.014837749,0.906557684,0.988608169
Gene_51014,2.644848688,2.653515269,1.003276778,0.004719662,0.906437474,0.988608169
Gene_83930,3.071559764,3.061154728,0.996612458,-0.004895486,0.906551066,0.988608169
Gene_728989,1.373464563,1.384723739,1.008197646,0.011778491,0.906467486,0.988608169
Gene_55670,2.988536459,2.979003688,0.996810221,-0.004609233,0.905751269,0.988608169
Gene_84059,2.935243543,2.959872793,1.008390871,0.012054962,0.905152398,0.988608169
Gene_158358,3.649408634,3.643161976,0.99828831,-0.002471563,0.90526484,0.988608169
Gene_9963,1.393586805,1.382317963,0.991913785,-0.011713364,0.906135356,0.988608169
Gene_100873065,1.798432673,1.783752456,0.991837216,-0.011824735,0.906091263,0.988608169
Gene_102724852,1.084945215,1.102577426,1.016251707,0.023257775,0.906700155,0.988608169
Gene_440894,1.327383323,1.314690634,0.990437812,-0.013861701,0.906493604,0.988608169
Gene_349565,1.747716252,1.741047811,0.996184483,-0.005515156,0.905203969,0.988608169
Gene_259266,1.98403562,1.996163157,1.00611256,0.008791717,0.905447143,0.988608169
Gene_26115,3.440432728,3.446547713,1.001777388,0.002561953,0.905898702,0.988608169
Gene_395,2.077957384,2.069680714,0.99601692,-0.005757844,0.905168649,0.988608169
Gene_80152,2.533552403,2.526668732,0.997282997,-0.003925142,0.905321215,0.988608169
Gene_525,1.508489614,1.498506395,0.993381976,-0.009579524,0.906051865,0.988608169
Gene_23380,3.666202926,3.660402602,0.998417893,-0.002284305,0.905824123,0.988608169
Gene_114483834,2.63422727,2.63948957,1.001997664,0.002879145,0.906372407,0.988608169
Gene_56704,1.961405175,1.975764372,1.007320872,0.010523313,0.906226495,0.988608169
Gene_50650,2.659479724,2.668219932,1.003286435,0.00473355,0.905469462,0.988608169
Gene_8406,2.478298973,2.485331135,1.002837496,0.004087844,0.906232934,0.988608169
Gene_9541,2.927933428,2.917316908,0.996374057,-0.005240637,0.906617165,0.988608169
Gene_101928371,2.48535172,2.494421368,1.003649241,0.005255159,0.905644618,0.988608169
Gene_2770,3.043390556,3.056249817,1.004225308,0.006082988,0.906271673,0.988608169
Gene_81628,3.23545607,3.2242588,0.996539199,-0.00500154,0.905726923,0.988608169
Gene_2784,1.48743858,1.5084818,1.014147286,0.020267193,0.906827909,0.988688704
Gene_26017,2.627582201,2.634209879,1.002522349,0.003634398,0.910302548,0.988769927
Gene_51510,3.322518185,3.310220895,0.996298804,-0.005349603,0.910964579,0.988769927
Gene_4435,1.450824356,1.463543876,1.008767099,0.012593128,0.90896914,0.988769927
Gene_4983,3.308867394,3.301699377,0.997833695,-0.003128708,0.907549195,0.988769927
Gene_23154,3.254926365,3.276464275,1.006617019,0.009514895,0.909555729,0.988769927
Gene_285498,1.685859202,1.674025434,0.992980572,-0.010162604,0.910242489,0.988769927
Gene_27092,2.285954658,2.307970221,1.009630796,0.013827822,0.909819858,0.988769927
Gene_56993,2.515785663,2.524002889,1.003266267,0.004704548,0.910215964,0.988769927
Gene_51155,2.135348896,2.145382531,1.004698827,0.006763098,0.910837968,0.988769927
Gene_6947,1.496360421,1.507321995,1.007325491,0.010529927,0.908436206,0.988769927
Gene_85016,1.434510214,1.455384309,1.014551374,0.020841921,0.908940164,0.988769927
Gene_6792,3.652122365,3.63922131,0.996467518,-0.005105316,0.910469635,0.988769927
Gene_5224,2.429186212,2.435043017,1.002411015,0.003474173,0.90789691,0.988769927
Gene_902,3.024506545,3.032797392,1.002741223,0.003949339,0.911047005,0.988769927
Gene_3635,3.032122749,3.02274627,0.996907619,-0.004468275,0.911233984,0.988769927
Gene_84365,2.387051656,2.375162406,0.995019274,-0.007203623,0.9110549,0.988769927
Gene_115509,1.896111955,1.886615049,0.994991379,-0.007244069,0.910214068,0.988769927
Gene_54796,2.45607616,2.465129572,1.003686129,0.005308182,0.911138969,0.988769927
Gene_4216,3.173867747,3.169913798,0.998754218,-0.001798404,0.907117338,0.988769927
Gene_79085,2.792952686,2.805995641,1.004669952,0.006721634,0.909222216,0.988769927
Gene_126068,3.143747896,3.15688256,1.004178027,0.006015062,0.906983843,0.988769927
Gene_282996,1.955189843,1.942222524,0.993367744,-0.009600193,0.910975191,0.988769927
Gene_9919,3.244704105,3.23396441,0.996690085,-0.004783118,0.90800779,0.988769927
Gene_10924,2.378289597,2.38455455,1.002634226,0.003795388,0.91022726,0.988769927
Gene_29922,2.480943361,2.472234071,0.996489525,-0.005073455,0.91025732,0.988769927
Gene_93436,2.140996865,2.13419153,0.996821418,-0.004593029,0.907395733,0.988769927
Gene_84971,2.117850259,2.126279156,1.003979931,0.00573043,0.907544592,0.988769927
Gene_8943,3.358640343,3.372462507,1.004115405,0.00592509,0.90813222,0.988769927
Gene_57146,1.215269038,1.198002555,0.985792049,-0.02064475,0.90790071,0.988769927
Gene_4892,1.10998684,1.126434184,1.014817603,0.021220449,0.909113224,0.988769927
Gene_5330,2.619751168,2.630276098,1.004017531,0.00578446,0.910152568,0.988769927
Gene_81544,2.195718944,2.219329867,1.010753162,0.015430717,0.908368097,0.988769927
Gene_23523,3.598305435,3.586748902,0.99678834,-0.004640902,0.907444759,0.988769927
Gene_9922,3.263973744,3.247377082,0.994915197,-0.007354534,0.910276229,0.988769927
Gene_170691,2.495809952,2.504808762,1.003605567,0.005192379,0.909845658,0.988769927
Gene_29081,2.655995473,2.665638025,1.003630485,0.005228199,0.908874694,0.988769927
Gene_10655,2.001982013,1.990035282,0.994032548,-0.008635003,0.908294457,0.988769927
Gene_83443,2.667978689,2.674557173,1.002465718,0.003552901,0.910460949,0.988769927
Gene_23557,2.438228731,2.432310064,0.997572555,-0.003506321,0.909075565,0.988769927
Gene_90701,3.191047648,3.178011056,0.995914636,-0.005906007,0.90912918,0.988769927
Gene_9699,3.397508845,3.407817874,1.003034291,0.004370928,0.910120309,0.988769927
Gene_100616116,1.0778277,1.060145738,0.983594815,-0.023863965,0.911014022,0.988769927
Gene_54107,2.137079642,2.142572513,1.002570269,0.003703358,0.909791613,0.988769927
Gene_23366,2.473640524,2.46553377,0.996722744,-0.004735846,0.90987518,0.988769927
Gene_57205,2.990883344,2.997794206,1.002310642,0.003329707,0.910596725,0.988769927
Gene_2975,3.408939219,3.417027784,1.002372751,0.003419102,0.909534456,0.988769927
Gene_149297,1.298133101,1.306944575,1.006787805,0.009759646,0.911267808,0.988769927
Gene_7325,2.766543374,2.758836718,0.997214338,-0.004024469,0.910571925,0.988769927
Gene_23359,1.657500141,1.63262354,0.984991494,-0.021816829,0.910222542,0.988769927
Gene_5298,3.088392412,3.095470216,1.002291744,0.003302505,0.908714166,0.988769927
Gene_6533,2.819372659,2.809325301,0.996436314,-0.005150495,0.910179023,0.988769927
Gene_51552,2.92873438,2.921966772,0.997689238,-0.003337583,0.90776095,0.988769927
Gene_113000,1.438581183,1.450762419,1.008467535,0.012164641,0.908561119,0.988769927
Gene_126119,1.78968966,1.797210133,1.00420211,0.006049662,0.909849395,0.988769927
Gene_54934,2.583649407,2.588517868,1.001884335,0.002715963,0.907347985,0.988769927
Gene_634,1.937640754,1.950895221,1.006840518,0.009835181,0.907960052,0.988769927
Gene_51280,2.903598556,2.910580232,1.002404491,0.003464783,0.911070822,0.988769927
Gene_56942,2.475583398,2.485484196,1.00399938,0.005758378,0.911207101,0.988769927
Gene_27233,2.037118747,2.053482332,1.00803271,0.011542454,0.908293247,0.988769927
Gene_64746,2.811153871,2.807188957,0.998589578,-0.002036245,0.909483878,0.988769927
Gene_3161,1.220729604,1.207698799,0.989325396,-0.015482983,0.90916319,0.988769927
Gene_338069,1.404063648,1.392399826,0.991692811,-0.012034798,0.907772015,0.988769927
Gene_728819,1.137339877,1.153195728,1.013941172,0.019973951,0.907279508,0.988769927
Gene_3398,3.051835731,3.063856707,1.003938933,0.005671516,0.907081755,0.988769927
Gene_25929,2.877665749,2.875815153,0.999356911,-0.00092808,0.90847101,0.988769927
Gene_79777,2.402287165,2.409348143,1.002939273,0.004234255,0.911020428,0.988769927
Gene_27010,2.229916674,2.222347031,0.996605414,-0.004905683,0.910154063,0.988769927
Gene_54625,3.383956669,3.393012725,1.002676174,0.003855746,0.911267956,0.988769927
Gene_347736,1.943423837,1.954296779,1.005594736,0.008049002,0.908309756,0.988769927
Gene_653641,1.805267266,1.789919451,0.991498315,-0.012317775,0.909621037,0.988769927
Gene_23029,2.75441687,2.743695063,0.996107413,-0.005626774,0.908415735,0.988769927
Gene_100134713,2.348015813,2.359631916,1.0049472,0.007119704,0.91038642,0.988769927
Gene_55329,2.165369481,2.18480744,1.00897674,0.012892916,0.90727311,0.988769927
Gene_29952,3.00849346,3.002675984,0.998066316,-0.002792417,0.909749682,0.988769927
Gene_728358,1.133832823,1.089266321,0.960693939,-0.05785121,0.907910602,0.988769927
Gene_5500,3.591684292,3.600960719,1.002582751,0.003721319,0.908810289,0.988769927
Gene_7424,1.706983047,1.698211234,0.994861218,-0.00743281,0.908236839,0.988769927
Gene_4708,2.862284392,2.874284068,1.004192342,0.006035629,0.909768927,0.988769927
Gene_1514,3.342628006,3.333811667,0.997362453,-0.003810203,0.910808782,0.988769927
Gene_203069,2.851058035,2.843774253,0.997445236,-0.003690462,0.909698852,0.988769927
Gene_284578,1.114384411,1.097217507,0.984595168,-0.022397435,0.909154419,0.988769927
Gene_5768,2.722592629,2.709451251,0.995173212,-0.006980443,0.912905783,0.988816414
Gene_255631,2.28135712,2.300064667,1.008200184,0.011782122,0.912290946,0.988816414
Gene_111188157,2.167102105,2.143656526,0.989181138,-0.015693365,0.911470497,0.988816414
Gene_129293,1.144023925,1.128280989,0.986238981,-0.019990819,0.912756555,0.988816414
Gene_91056,1.921299054,1.935235078,1.007253439,0.010426731,0.912199418,0.988816414
Gene_692093,1.698043433,1.683250299,0.99128813,-0.012623639,0.913466727,0.988816414
Gene_56981,2.278507906,2.267886132,0.995338276,-0.00674117,0.91195174,0.988816414
Gene_9141,2.862815752,2.871393982,1.002996431,0.004316473,0.913393392,0.988816414
Gene_5037,3.814661075,3.823265813,1.002255702,0.003250625,0.911892675,0.988816414
Gene_7371,2.492008735,2.48706966,0.998018035,-0.002862209,0.912768122,0.988816414
Gene_79039,2.450914345,2.462887081,1.004885008,0.007030419,0.913258975,0.988816414
Gene_203259,2.848150652,2.836960187,0.996070971,-0.005679555,0.912723396,0.988816414
Gene_115361,2.689729348,2.703799128,1.005230928,0.007526964,0.911729067,0.988816414
Gene_112694756,3.947187901,3.958846506,1.002953648,0.004254933,0.912412544,0.988816414
Gene_7342,3.090665898,3.086639891,0.998697366,-0.001880529,0.91230518,0.988816414
Gene_94122,2.285432218,2.264027726,0.990634379,-0.013575406,0.912586437,0.988816414
Gene_128977,1.593267745,1.585379496,0.995049012,-0.007160506,0.912169381,0.988816414
Gene_118738,2.204760807,2.192918914,0.994628944,-0.00776968,0.913453853,0.988816414
Gene_642236,1.780145056,1.795026789,1.008359843,0.012010571,0.911954578,0.988816414
Gene_285025,2.086803893,2.100899568,1.006754671,0.009712167,0.913083416,0.988816414
Gene_728558,2.211240277,2.223596145,1.005587754,0.008038987,0.912277908,0.988816414
Gene_6425,1.027106982,1.045558257,1.017964317,0.025686991,0.912107196,0.988816414
Gene_408186,1.805469297,1.850764569,1.025087811,0.035747499,0.91142609,0.988816414
Gene_85371,1.444032351,1.456006787,1.00829236,0.011914016,0.913122351,0.988816414
Gene_143279,2.573241099,2.582849606,1.00373401,0.005377004,0.912501579,0.988816414
Gene_27006,1.320436427,1.331177852,1.008134753,0.011688491,0.913176336,0.988816414
Gene_4233,2.648208596,2.628784736,0.992665283,-0.010620758,0.912900141,0.988816414
Gene_677774,1.904946536,1.920149375,1.007980717,0.01146804,0.913357913,0.988816414
Gene_8379,2.456927866,2.463795602,1.002795253,0.004027073,0.913097723,0.988816414
Gene_9630,1.651441472,1.638397969,0.992101747,-0.011440009,0.912603997,0.988816414
Gene_8914,2.422004297,2.432908979,1.004502338,0.006480922,0.912237493,0.988816414
Gene_100287944,1.258761605,1.265762927,1.005562072,0.00800214,0.911817539,0.988816414
Gene_55790,3.095256444,3.105232085,1.00322288,0.004642157,0.912971426,0.988816414
Gene_64780,2.918008182,2.910303824,0.99735972,-0.003814156,0.913463736,0.988816414
Gene_84622,3.369824433,3.364562591,0.998438541,-0.00225447,0.913279129,0.988816414
Gene_400673,1.215504862,1.206278024,0.992409049,-0.010993205,0.912911686,0.988816414
Gene_226,3.947453239,3.959173685,1.002969116,0.004277182,0.911914657,0.988816414
Gene_102723692,1.802298155,1.792870928,0.99476933,-0.007566067,0.913233345,0.988816414
Gene_132001,2.472853604,2.477155341,1.001739584,0.002507509,0.913303978,0.988816414
Gene_3338,2.208773419,2.201970384,0.996919994,-0.004450366,0.912855743,0.988816414
Gene_83452,2.203049319,2.210552337,1.003405742,0.004905099,0.913528148,0.988824556
Gene_100506581,1.135280958,1.125680758,0.991543767,-0.01225164,0.913792782,0.98903705
Gene_114881,2.416207032,2.431515321,1.006335669,0.009111605,0.913832282,0.98903705
Gene_8295,3.637303945,3.644998613,1.002115487,0.003048778,0.916314946,0.989084439
Gene_283579,1.569571811,1.563211291,0.995947608,-0.005858244,0.916432994,0.989084439
Gene_100190986,1.759924808,1.753595896,0.996403874,-0.005197464,0.915946185,0.989084439
Gene_100505978,2.034038389,2.043518137,1.004660555,0.00670814,0.916812096,0.989084439
Gene_29998,2.306174425,2.291319365,0.99355857,-0.009323078,0.915593182,0.989084439
Gene_391356,1.739793871,1.730811511,0.994837113,-0.007467766,0.91543585,0.989084439
Gene_55636,3.757740234,3.752943608,0.998723534,-0.001842727,0.917272574,0.989084439
Gene_23760,3.329414047,3.335106619,1.001709782,0.002464587,0.91560533,0.989084439
Gene_51533,2.122102129,2.130468309,1.003942402,0.005676502,0.916314339,0.989084439
Gene_83549,2.551071489,2.556073741,1.001960844,0.00282613,0.916391353,0.989084439
Gene_107133515,2.752461425,2.757319639,1.001765044,0.002544175,0.915024507,0.989084439
Gene_29911,2.487620664,2.501086518,1.005413146,0.007788458,0.916365676,0.989084439
Gene_107985219,2.287060787,2.279451108,0.996672726,-0.004808246,0.917138133,0.989084439
Gene_441518,2.123923086,2.138523069,1.006874064,0.009883248,0.91445586,0.989084439
Gene_728377,2.294237286,2.280115222,0.993844549,-0.008907882,0.915912897,0.989084439
Gene_51275,1.522375893,1.527255947,1.003205551,0.004617237,0.915884857,0.989084439
Gene_81565,2.831783198,2.828051502,0.99868221,-0.001902423,0.916547181,0.989084439
Gene_54539,2.428995716,2.422953255,0.997512362,-0.003593374,0.915035685,0.989084439
Gene_54768,3.216385854,3.206089024,0.996798634,-0.004626004,0.917262408,0.989084439
Gene_55127,3.118913934,3.123476577,1.001462895,0.002108969,0.917014594,0.989084439
Gene_10150,3.407744498,3.412796449,1.001482491,0.002137199,0.91425214,0.989084439
Gene_11007,1.714189165,1.72013476,1.00346846,0.004995271,0.91705616,0.989084439
Gene_10952,2.2335119,2.240794939,1.003260802,0.004696689,0.915101286,0.989084439
Gene_9853,3.062581124,3.048626823,0.995443614,-0.006588496,0.914859446,0.989084439
Gene_60484,2.733047151,2.745355291,1.00450345,0.006482519,0.915194651,0.989084439
Gene_90203,2.165452634,2.173238094,1.003595304,0.005177625,0.915150645,0.989084439
Gene_6581,2.385040031,2.372534814,0.99475681,-0.007584224,0.914238051,0.989084439
Gene_55327,2.840996102,2.852309137,1.003982066,0.005733499,0.914033433,0.989084439
Gene_1774,2.052335624,2.047725926,0.997753926,-0.003244045,0.914246544,0.989084439
Gene_285598,1.867722427,1.8786459,1.005848553,0.008413099,0.9159843,0.989084439
Gene_30968,2.989335289,2.984520436,0.998389323,-0.002325589,0.915626466,0.989084439
Gene_9698,3.398881742,3.394322306,0.998658548,-0.001936605,0.916716537,0.989084439
Gene_388523,3.174850715,3.16387175,0.996541896,-0.004997636,0.917160909,0.989084439
Gene_54443,4.085408857,4.072087273,0.996739229,-0.004711985,0.914720393,0.989084439
Gene_100093631,4.276215537,4.272662967,0.999169226,-0.001199052,0.914437065,0.989084439
Gene_51023,2.627027597,2.613567676,0.994876368,-0.007410839,0.915367074,0.989084439
Gene_9230,2.740638265,2.730136465,0.996168119,-0.005538855,0.91401761,0.989084439
Gene_11337,3.451902812,3.459175828,1.002106958,0.003036501,0.915389988,0.989084439
Gene_4512,3.676086874,3.666118686,0.99728837,-0.003917369,0.917002657,0.989084439
Gene_55259,2.258014328,2.243554864,0.993596381,-0.009268177,0.916194439,0.989084439
Gene_1436,2.948093712,2.954867782,1.00229778,0.003311192,0.916645571,0.989084439
Gene_220004,1.910051754,1.896641723,0.992979232,-0.010164551,0.915301472,0.989084439
Gene_80155,3.057394208,3.065941247,1.002795531,0.004027471,0.916723094,0.989084439
Gene_324,4.551597649,4.559370155,1.001707644,0.002461508,0.916480919,0.989084439
Gene_404281,1.557283976,1.550591879,0.995702713,-0.006213034,0.915534371,0.989084439
Gene_692158,1.49888073,1.48802952,0.992760458,-0.010482441,0.914902307,0.989084439
Gene_101929145,2.262109322,2.270050622,1.003510573,0.005055817,0.915790548,0.989084439
Gene_5194,2.734831247,2.740437828,1.002050065,0.002954591,0.917178433,0.989084439
Gene_177,1.948204876,1.957697394,1.004872444,0.00701238,0.915435812,0.989084439
Gene_677882,1.770993148,1.7828483,1.00669407,0.009625321,0.916490423,0.989084439
Gene_10611,3.20929202,3.216150679,1.002137125,0.00307993,0.915700352,0.989084439
Gene_100129800,1.369748844,1.37845089,1.006353023,0.009136484,0.915763139,0.989084439
Gene_9798,3.376972695,3.379800924,1.000837504,0.001207757,0.916789288,0.989084439
Gene_254956,1.173125684,1.14957225,0.979922497,-0.029260445,0.916313015,0.989084439
Gene_4541,2.900749334,2.911247107,1.003618987,0.00521167,0.915247855,0.989084439
Gene_654429,1.352388339,1.384202195,1.023524202,0.033545216,0.91695724,0.989084439
Gene_130355,2.009968155,2.01976327,1.004873269,0.007013565,0.91628523,0.989084439
Gene_100507178,1.426306776,1.416123433,0.992860342,-0.010337296,0.915225432,0.989084439
Gene_138474,1.074862459,1.057635126,0.983972523,-0.023310065,0.916278627,0.989084439
Gene_730183,0.968613772,0.980878758,1.012662412,0.018153307,0.914798955,0.989084439
Gene_285352,1.159771234,1.172624247,1.011082369,0.015900533,0.915871026,0.989084439
Gene_84106,2.171140065,2.181943865,1.004976095,0.007161185,0.915920499,0.989084439
Gene_64582,1.536635571,1.544875126,1.005362075,0.007715172,0.916160244,0.989084439
Gene_101930071,1.770211336,1.757207727,0.992654205,-0.010636858,0.917703384,0.98910623
Gene_6866,1.12599825,1.152409379,1.023455747,0.033448723,0.917775941,0.98910623
Gene_5095,3.719445489,3.727118139,1.002062848,0.002972995,0.917824293,0.98910623
Gene_8165,3.092482399,3.100758218,1.002676109,0.003855652,0.917472575,0.98910623
Gene_54620,2.206779202,2.224170545,1.007880872,0.011325127,0.917854826,0.98910623
Gene_90025,2.455444537,2.461257103,1.002367215,0.003411134,0.91785502,0.98910623
Gene_54439,3.229366732,3.233797653,1.001372071,0.001978124,0.917393446,0.98910623
Gene_23148,3.366670935,3.352675606,0.995842977,-0.006009817,0.917657251,0.98910623
Gene_23416,1.701102281,1.721427,1.01194797,0.017135115,0.917759074,0.98910623
Gene_1327,3.493653835,3.485001946,0.997523541,-0.003577206,0.917454098,0.98910623
Gene_664,3.08162507,3.091418491,1.003178005,0.004577623,0.917885837,0.98910623
Gene_55435,2.342583351,2.331194685,0.995138416,-0.007030887,0.918277689,0.989122346
Gene_10922,2.160892706,2.15532862,0.997425098,-0.003719589,0.918278196,0.989122346
Gene_6117,3.145187831,3.148255518,1.000975359,0.00140646,0.91796714,0.989122346
Gene_6118,2.568011339,2.573187209,1.002015517,0.00290485,0.918135653,0.989122346
Gene_56957,3.259666675,3.25351724,0.998113477,-0.002724247,0.91826666,0.989122346
Gene_100652846,1.428111225,1.409484455,0.986957059,-0.018940778,0.918115134,0.989122346
Gene_107984213,1.076549165,1.061922416,0.986413302,-0.019735841,0.91815454,0.989122346
Gene_100506755,2.03571897,2.030762759,0.997565376,-0.003516703,0.918436537,0.989127763
Gene_100996930,0.997048402,0.983276865,0.986187695,-0.020065844,0.9183532,0.989127763
Gene_3788,1.466800067,1.48703274,1.01379375,0.019764175,0.918530167,0.989127763
Gene_283237,2.45879123,2.462279686,1.001418769,0.0020454,0.918660632,0.989127763
Gene_2958,2.440113735,2.452180657,1.004945229,0.007116875,0.918631182,0.989127763
Gene_55351,1.819343915,1.81047448,0.995124926,-0.007050444,0.918620644,0.989127763
Gene_9696,2.59130434,2.577351951,0.994615689,-0.007788907,0.91856958,0.989127763
Gene_27436,3.049475064,3.042301369,0.997647564,-0.003397846,0.919691677,0.989140618
Gene_107987013,0.884560826,0.862585973,0.97515733,-0.036293096,0.919918622,0.989140618
Gene_22980,3.391641501,3.384020667,0.997753054,-0.003245305,0.919036837,0.989140618
Gene_255027,1.960750336,1.951535267,0.995300233,-0.006796313,0.919557719,0.989140618
Gene_2314,3.287028888,3.297418312,1.003160734,0.004552784,0.918777311,0.989140618
Gene_105371843,1.367812288,1.353253534,0.989356175,-0.0154381,0.919620037,0.989140618
Gene_100130771,1.713269006,1.724124728,1.006336262,0.009112455,0.919306616,0.989140618
Gene_64343,2.966746455,2.960542404,0.997908803,-0.003020119,0.919063245,0.989140618
Gene_55885,2.865974559,2.857022734,0.996876516,-0.004513287,0.919163598,0.989140618
Gene_8065,3.222910331,3.213073617,0.996947879,-0.004410014,0.919966553,0.989140618
Gene_4693,2.250181541,2.256669251,1.002883194,0.004153585,0.919340468,0.989140618
Gene_51807,2.801566569,2.813601762,1.00429588,0.00618437,0.919554947,0.989140618
Gene_143098,2.436012497,2.426021912,0.995898796,-0.005928953,0.919812803,0.989140618
Gene_347252,0.966252309,0.951104994,0.984323644,-0.022795345,0.919763829,0.989140618
Gene_56145,2.473916697,2.47978096,1.002370437,0.00341577,0.919550896,0.989140618
Gene_6184,3.41694001,3.41344691,0.998977711,-0.001475606,0.919827109,0.989140618
Gene_9956,1.380463912,1.395830887,1.011131747,0.015970988,0.919297613,0.989140618
Gene_124995,1.713579353,1.707265832,0.996315595,-0.005325289,0.91922881,0.989140618
Gene_284361,2.522027437,2.528318644,1.002494503,0.003594327,0.919121807,0.989140618
Gene_4692,1.65666208,1.646919127,0.994118925,-0.008509645,0.919267982,0.989140618
Gene_8813,3.180574207,3.189415964,1.002779925,0.004005019,0.91897639,0.989140618
Gene_51290,2.958488123,2.969150391,1.003603958,0.005190066,0.919652006,0.989140618
Gene_6675,2.616137163,2.623064446,1.002647905,0.003815071,0.919923778,0.989140618
Gene_105369352,2.505375951,2.520867103,1.006183164,0.008892955,0.919477864,0.989140618
Gene_9638,3.905089936,3.898101803,0.998210506,-0.002584006,0.921064571,0.989277597
Gene_22821,3.081743763,3.088634197,1.002235888,0.003222104,0.921030955,0.989277597
Gene_79008,2.488396586,2.495050183,1.002673849,0.003852401,0.920826298,0.989277597
Gene_84934,1.612416281,1.604947373,0.995367879,-0.006698264,0.920798023,0.989277597
Gene_105372976,0.762224319,0.777591042,1.020160368,0.028795961,0.920792758,0.989277597
Gene_150709,2.8292556,2.837414126,1.00288363,0.004154212,0.920954396,0.989277597
Gene_693224,2.108783044,2.114713529,1.002812278,0.004051565,0.920816202,0.989277597
Gene_653645,2.158484044,2.165666603,1.003327594,0.004792734,0.92098318,0.989277597
Gene_1102,2.463748502,2.4586427,0.997927628,-0.002992902,0.92105387,0.989277597
Gene_10236,3.256386002,3.259817133,1.001053662,0.001519313,0.920333236,0.989277597
Gene_54943,1.571589962,1.562303373,0.994090959,-0.00855023,0.920960247,0.989277597
Gene_144404,2.463015854,2.472115099,1.003694351,0.005320001,0.920555389,0.989277597
Gene_57555,3.114903097,3.131353243,1.00528111,0.007598983,0.921025495,0.989277597
Gene_5822,2.442007101,2.436050479,0.997560768,-0.003523367,0.920557926,0.989277597
Gene_64699,2.195289305,2.208503181,1.006019196,0.008657833,0.920496588,0.989277597
Gene_10556,2.605693375,2.613643336,1.003050996,0.004394956,0.920549418,0.989277597
Gene_345630,1.919930492,1.93025891,1.005379579,0.007740291,0.92068177,0.989277597
Gene_642394,1.234036731,1.252553563,1.01500509,0.021486962,0.920173588,0.989277597
Gene_284525,1.652778156,1.667697525,1.009026843,0.012964555,0.921564846,0.989351552
Gene_161835,2.23051607,2.218410113,0.994572576,-0.007851444,0.921204753,0.989351552
Gene_5211,3.3331789,3.340600876,1.002226696,0.003208872,0.921508879,0.989351552
Gene_221935,2.334152432,2.326882448,0.996885386,-0.00450045,0.921388516,0.989351552
Gene_9802,3.00381282,2.998416477,0.998203502,-0.002594129,0.921464191,0.989351552
Gene_51768,3.093552565,3.089381311,0.99865163,-0.0019466,0.921540922,0.989351552
Gene_25902,3.011510518,3.008230091,0.998910704,-0.001572379,0.921460609,0.989351552
Gene_51066,0.962298569,0.949806007,0.987017998,-0.018851703,0.921345463,0.989351552
Gene_84334,2.390965394,2.398218164,1.003033407,0.004369657,0.921759216,0.989373411
Gene_4338,3.140034824,3.148249601,1.002616142,0.003769366,0.921817214,0.989373411
Gene_63915,1.531307343,1.524575055,0.995603568,-0.006356694,0.92186513,0.989373411
Gene_54165,2.85238658,2.862711555,1.003619767,0.005212791,0.921908779,0.989373411
Gene_5641,2.548309902,2.554274948,1.002340785,0.003373093,0.921703619,0.989373411
Gene_51684,2.652113152,2.646237027,0.997784361,-0.003200038,0.921652072,0.989373411
Gene_11267,2.666860278,2.662696731,0.998438783,-0.00225412,0.922165216,0.989520992
Gene_10973,3.682778476,3.675719911,0.998083359,-0.002767782,0.923048513,0.989520992
Gene_145376,1.716160621,1.706126627,0.994153231,-0.00845986,0.922927669,0.989520992
Gene_22899,1.451873063,1.466403805,1.010008273,0.01436711,0.923404873,0.989520992
Gene_57521,2.922070759,2.913030689,0.99690628,-0.004470213,0.922425931,0.989520992
Gene_93621,2.703621646,2.709916365,1.002328254,0.003355057,0.923168243,0.989520992
Gene_10970,2.346422479,2.352533762,1.002604511,0.00375263,0.923413434,0.989520992
