GeneId,GSM2843848,GSM2843849,GSM2843850,GSM2843851,GSM2843852,GSM2843853,GSM2843854,GSM2843855,GSM2843856,GSM2843857,GSM2843858,GSM2843859,GSM2843860,GSM2843861,GSM2843862,GSM2843863
Gene_5473,1.485944851,0,1.463022386,0.528723384,0.906857307,1.663349484,0.838478749,0.872578915,0.985969031,1.267864549,1.215776655,1.031422652,0.816050458,2.130709335,2.013571126,1.371861402
Gene_6374,1.241874876,1.063453577,0.853340837,0.950769716,1.018128743,1.218505715,0.716844783,0.317271057,1.057609275,0.615978897,0.847565594,0.690208531,0.735415076,1.168158249,1.497411658,1.078546589
Gene_2920,1.316888963,0.798415937,1.28785503,1.110336434,0.906857307,1.617011358,0.838478749,0.498643782,1.71059213,0.86096944,0.755698717,1.420795669,1.807786569,1.635900854,1.835002104,1.586267997
Gene_441024,2.487179934,2.597678363,2.633861053,2.419351839,2.666946457,2.597351983,2.364949728,2.441710039,2.445334545,2.686248685,2.60238943,2.395604044,3.068721095,2.814630629,2.589999372,2.585244832
Gene_374,0.422478091,0.244333736,0.439744323,1.02176728,0,1.583122535,0,0,1.119088322,0.77876165,0.887109794,1.507871029,1.725445661,1.528108655,2.065272348,1.361065564
Gene_25849,2.887985464,2.742188428,2.414153493,2.22809319,2.36977238,2.761545904,2.744329874,2.52595261,2.905775034,2.246240887,2.519183694,2.61126082,2.248949922,2.472303746,2.805531641,2.922334181
Gene_25898,2.455819372,2.577329966,2.637383751,2.778426899,2.634946663,2.410593831,2.475778654,2.446751645,2.335088213,2.719128855,2.661518419,2.398996647,2.971389433,2.419786231,2.423460815,2.457191912
Gene_152815,2.597559851,2.728923259,2.727372668,2.845270338,2.780673974,2.506641156,2.551853788,2.567101046,2.624501833,2.757367204,2.604568206,2.495559931,3.103106495,2.286004586,2.727224132,2.395142388
Gene_152816,0.965041514,1.524718488,1.28785503,1.446479472,1.521221849,1.128111337,0.93339376,1.234090223,0.985969031,1.579065698,1.159024519,1.103818132,1.423520506,0.619939512,1.377053906,1.11854667
Gene_8999,2.711249965,2.784049239,2.756996334,2.85547508,2.780673974,2.578174222,2.685130362,2.709438936,2.628067842,2.805041073,2.772496034,2.687143088,2.859945321,2.33319663,2.713747362,2.650536137
Gene_9908,3.577147865,3.650277286,3.649981385,3.708152053,3.695068863,3.475318082,3.635961709,3.655035146,3.4326607,3.663761399,3.681668287,3.566170188,3.75672796,3.067020868,3.280470731,3.432353052
Gene_8615,3.251522894,3.39412767,3.456423656,3.581800994,3.524697743,3.236602799,3.376521819,3.362904416,3.263554885,3.531300021,3.451221978,3.281503523,3.668956826,3.214836062,3.269443111,3.221147623
Gene_27163,2.44824902,2.491205569,2.463977418,2.244086598,2.374118649,2.360633779,2.355375919,2.413786012,2.368621472,2.524639159,2.417282611,2.367464683,2.36295509,2.394649231,2.328292175,2.442943589
Gene_55153,3.054852332,3.102177378,3.145998026,3.256975252,3.197981139,3.021779252,3.088239821,3.018188634,3.017498352,3.181072855,3.112003607,2.992060772,3.351930358,2.917966113,2.999963468,2.958324636
Gene_419,1.911800011,1.87073853,2.043511533,1.849844349,1.913330411,1.633013085,1.651131423,1.234090223,2.069446013,1.669335527,1.044009338,1.533405893,2.537720376,1.755646228,2.54798985,1.276893072
Gene_3627,0,0.798415937,1.488470777,1.421120372,1.106627039,1.257504631,0.716844783,1.205932771,2.67354541,1.267864549,0.369623378,0.469832356,2.882623916,0.865472734,1.032724966,0.650127793
Gene_6373,0.773490799,0.39975289,1.28785503,1.446479472,0.756874282,1.860210882,0.26529362,1.175822383,2.331587961,0.544591297,0.847565594,0.944496538,1.822534485,1.384404147,0.501595871,0
Gene_53371,2.787502101,2.840601346,2.887700211,2.99129141,2.878456699,2.843320733,2.770535259,2.689840397,2.800249271,2.893034787,2.707879756,2.662064774,3.256725831,2.865005708,2.72367102,2.482709469
Gene_950,3.580727586,3.79675481,3.854299171,3.850482767,3.755632527,3.686775393,3.869318974,3.776418731,3.893500875,3.750062671,3.673029886,3.695654895,3.997352498,3.466934128,3.547818732,3.529527731
Gene_100129583,2.052623573,2.253420388,2.281392336,2.309555597,2.240086881,2.040491808,2.12173918,2.076942428,1.992285643,1.962738378,1.885554108,2.010315447,2.39708984,1.815699275,2.169496766,1.810116596
Gene_100631383,2.133271153,2.251586558,2.275378224,2.327739162,2.263022928,2.108628259,2.176198367,2.138866238,2.049724641,2.107512301,2.042925944,2.112955499,2.417828202,1.915478493,2.185186035,2.001821577
Gene_8987,1.791527929,1.571137729,1.651425271,1.758086914,1.703187214,1.648446113,1.739485984,1.703339632,1.484571717,1.799198737,1.698884719,1.760060699,1.800220452,1.500031838,1.707571388,1.705094957
Gene_339965,2.455819372,2.173258677,2.605545804,2.532913422,2.598684506,2.108628259,2.580639501,2.485106635,2.342005203,2.423565582,2.53647167,2.385264261,2.54327229,2.076553899,2.035865822,2.037787691
Gene_57619,2.665894833,2.447831681,2.442535762,2.382427854,2.402032662,2.460099166,2.217992437,2.168392627,2.498712386,2.219197809,2.015686833,2.360135436,2.131106323,2.719114657,3.015269849,2.61365135
Gene_345079,1.409591444,1.186089908,0.948742217,0.950769716,0.812823439,1.175656137,1.39051958,1.493232833,1.573623072,0.86096944,1.159024519,1.031422652,0.884032944,0.493050126,0.501595871,1.412545862
Gene_55752,3.29055737,3.093008208,3.197236915,3.276717097,3.250853712,3.168522364,3.017756396,2.996122833,3.03801191,3.19099355,3.026127195,3.072890227,3.384728304,3.206649291,3.382941826,3.079953648
Gene_10983,3.737729255,3.658779139,3.841387646,3.779437862,3.772603046,3.731077867,3.849971568,3.870363414,3.737906263,3.77046027,3.796178345,3.802135723,3.705004569,3.978690793,3.691536283,3.834774645
Gene_901,2.505410385,2.482654592,2.670310767,2.689650185,2.660285062,2.512900808,2.493742725,2.286998215,2.456020419,2.685127342,2.439029595,2.541719622,2.880091215,2.781793847,2.771748435,2.519896639
Gene_246175,2.896229935,2.896081322,2.934828635,3.018523248,2.868874,2.940880081,2.737691061,2.729935507,2.802631741,2.899936179,2.937204205,2.947596375,2.971903756,3.070153904,2.888034139,2.90142592
Gene_65008,2.557897908,2.705657222,2.679163696,2.915905891,2.827770651,2.496003637,2.625321167,2.597660837,2.48163847,2.761624576,2.624393069,2.495559931,3.355557677,2.578709696,2.456037028,2.519896639
Gene_102724916,1.436561885,1.514808112,1.488470777,1.787143154,1.660626047,1.293288256,1.507243473,1.522265108,1.172933808,1.639204812,1.546863549,1.387404828,2.209157107,1.277669756,1.209982155,1.449743353
Gene_80144,3.640741064,2.711432294,2.671933871,2.646018659,2.682812253,2.685077447,2.804524336,2.751997317,2.596780451,2.611922647,2.811534017,2.710851974,2.479509135,2.16964284,3.06312238,3.240618499
Gene_107986293,1.589305414,0.679077411,1.224622903,0.950769716,1.202077231,1.074714283,1.011239896,0.317271057,0.437182379,0.821807791,1.743187995,0.690208531,0.735415076,1.062972018,1.147475834,1.559422172
Gene_306,2.505410385,2.546766404,2.695579452,2.605268179,2.55055908,2.870523223,2.603098933,2.451735395,2.453373499,2.795132103,2.570679987,3.04172405,3.002178658,3.044432964,2.578939269,2.513017855
Gene_100505702,1.198873443,0.932082316,1.246739132,1.110336434,1.33089191,0.858269211,1.077230516,0.317271057,0.900130551,1.405109589,0.70127349,0.835703931,1.79252018,1.323555636,1.725699834,0.930150279
Gene_55589,3.335706595,3.276248509,3.394462821,3.399316204,3.41278612,3.371155906,3.219828415,3.19174316,3.300191835,3.378629973,3.268558302,3.255493175,3.627831512,3.407485289,3.50528691,3.246065654
Gene_152559,2.804642667,2.767561826,2.753653745,2.841318862,2.735435799,2.672350726,2.625321167,2.650915993,2.676732019,2.759264523,2.750284131,2.592192361,3.088814138,2.737964714,2.842339091,2.757902012
Gene_118429,1.81403073,1.731314854,1.841057118,1.803687332,1.840986458,1.633013085,1.58034034,1.684425161,1.778427657,1.848140387,1.546863549,1.852495417,1.889583419,2.193785421,2.107800869,1.954319049
Gene_56978,2.734247637,2.519873893,2.116252231,2.246044988,2.350419109,2.239252936,2.535115399,2.445077604,2.524256117,2.372489601,2.477569621,2.321510435,2.057518892,2.157048869,2.156524043,2.852109482
Gene_255119,1.641258896,1.345303264,1.246739132,0.987717702,1.262011473,1.526747755,0.888524069,0.498643782,1.403289515,1.309794078,0.80405673,0.944496538,1.836797991,1.437765524,2.428769672,1.579710507
Gene_5593,2.947522803,2.507818428,2.598888233,2.820483234,2.635736615,2.542913256,2.603098933,2.660213159,2.40571675,2.623074198,2.738737115,2.583441103,2.520625645,2.251429765,2.178978175,2.754380912
Gene_153020,3.034217122,2.919993685,2.910268755,3.069812812,2.95709052,2.749700028,2.895289799,3.02925204,2.624501833,3.020782047,3.037503262,2.780728872,3.354067742,2.638520723,2.920963471,3.130555225
Gene_3184,3.271478537,3.261952067,3.306669069,3.336973113,3.276142167,3.269021032,3.285949761,3.240587596,3.251468094,3.184286431,3.192740065,3.242122053,3.338659467,3.133914484,3.178890639,3.133887807
Gene_9987,3.7789721,3.851128959,3.859642193,3.952615374,3.846751982,3.83876741,3.675303403,3.754524694,3.760998366,3.844299833,3.883099778,3.782882248,3.949104283,3.643809974,3.768117909,3.549246308
Gene_58478,2.940204537,3.041634689,3.015324062,3.125332674,3.067549086,3.007424199,3.101176817,3.027939216,3.058918963,3.020522782,2.989795448,3.019630344,3.33910107,2.665100938,2.770949247,2.849987051
Gene_441027,2.394097597,2.314756472,2.313983375,2.297574834,2.313912029,2.265663431,2.291159897,2.389696538,2.228996743,2.161345894,2.042925944,2.20657159,2.46323551,2.010213533,2.200328222,1.747508002
Gene_79966,3.649316858,3.611060942,3.649469863,3.510081935,3.5294616,3.764365633,3.893345314,3.833912496,3.844158432,3.484283776,3.54474697,3.827933898,3.651790889,3.676307386,3.363964563,3.746866712
Gene_693160,1.241874876,1.245883475,1.093139658,1.318497379,1.262011473,1.175656137,1.045487403,0.982708543,1.263971452,1.187499905,0.70127349,0.835703931,0.636314688,1.454188834,0.72817828,0.899618131
Gene_22872,3.365964221,3.358419576,3.396605871,3.385081537,3.375635752,3.34206633,3.425720288,3.416058037,3.372098282,3.357188167,3.39504544,3.386443254,3.406429126,3.300129056,3.331542955,3.41183915
Gene_100499177,1.151141576,1.438273429,1.40716151,1.591687016,1.489252887,1.175656137,1.251403097,1.108507464,1.403289515,1.394278013,1.412135171,1.031422652,1.876976268,1.100935977,1.356775034,1.249509651
Gene_79725,2.37039341,2.630376043,2.53164442,2.753645864,2.658790773,2.423509179,2.40846237,2.417376293,2.530969519,2.715479727,2.616712297,2.345095099,2.954601016,2.513563338,2.712833865,2.481054161
Gene_132660,3.03750671,3.098794243,3.17872347,3.181182355,3.123885374,2.970758571,3.004207967,2.9556219,3.064154834,2.984301528,2.930073275,2.981585089,3.388092795,2.969614049,3.026072408,2.964361441
Gene_51138,2.947522803,3.091947869,3.148978891,3.333632077,3.211395733,2.785417772,3.0475982,2.986587253,2.756289889,3.183217879,3.03616449,2.824727063,3.623267038,2.528757401,2.858982803,2.794456669
Gene_51316,1.241874876,0.39975289,0.730904902,1.02176728,0.812823439,1.546363777,1.185096809,0.872578915,1.339193202,1.016649946,2.071038802,1.661354642,1.612140212,1.470013644,1.880814812,0.831245761
Gene_27235,1.875289155,1.793605544,1.83553456,1.986470149,2.019900681,1.767109853,1.725952858,1.779535107,1.680183854,1.870687211,1.914887164,1.774532346,2.131106323,1.528108655,1.75154807,1.760772629
Gene_10855,1.436561885,1.53440775,1.524048584,1.421120372,1.442601256,1.326346618,1.540087574,1.610870136,1.403289515,1.692020044,1.806744517,0.835703931,1.974012432,1.722188296,1.28955135,1.057074403
Gene_113510,2.577236785,2.603438058,2.628522844,2.762659422,2.634946663,2.623816985,2.510993154,2.52595261,2.51283122,2.747267965,2.568323911,2.524346797,2.985066715,2.639573694,2.526059431,2.412962908
Gene_51023,2.505410385,2.631909776,2.620390447,2.927044783,2.72784164,2.460099166,2.61479629,2.528728292,2.437143977,2.786327916,2.610325395,2.409018286,3.328828838,2.410974813,2.472248767,2.453673416
Gene_84142,2.520757474,2.650637946,2.620390447,2.9095919,2.722057585,2.496003637,2.574838349,2.531486346,2.458651305,2.768165298,2.597262706,2.437766149,3.313886579,2.46607601,2.523238594,2.366960698
Gene_84803,2.052623573,2.037417406,2.217138534,2.185326035,2.20323816,1.928958195,2.24168464,2.448419258,1.888754289,2.225714044,2.412799417,2.09969616,2.123921881,1.656611629,1.449848362,2.480224134
Gene_4825,0.422478091,1.264115358,0.948742217,0.620274314,1.28028253,1.257504631,1.495719266,1.493232833,1.339193202,1.042058534,0.987857412,1.387404828,1.120694636,1.704440303,0.808534923,1.467211793
Gene_1040,2.883336659,2.671396742,2.908862726,3.015211196,2.952928307,2.56367486,2.916186745,2.969880221,2.41160255,2.973743933,2.926635996,2.733333277,3.220870798,2.436890222,2.611308837,3.013032265
Gene_23001,4.104688472,4.126084295,4.174637345,4.19184165,4.156284944,4.097842899,4.116441599,4.132678119,4.177551838,4.248561427,4.283281131,4.15500684,3.964275312,4.185973363,4.045363338,4.089933207
Gene_83478,3.209954301,3.157819406,3.203236742,3.144264553,3.173059251,2.870523223,3.135689552,3.173010465,2.717608339,3.164824374,3.135455188,3.008977561,3.211202493,2.679726772,2.832037831,3.248622231
Gene_5602,3.762621036,3.612023666,3.767765306,3.788273278,3.766805621,3.486467923,3.632821821,3.602080883,3.460696805,3.751943969,3.707742057,3.557342348,3.743711598,3.587510073,3.444439801,3.813860198
Gene_5783,3.621016826,3.470624359,3.843466363,3.768017191,3.751117849,3.666893427,3.534935258,3.255893046,3.653385664,3.769351857,3.605912794,3.558045845,3.988884066,3.781147365,3.785788959,3.616903986
Gene_345274,0.879742363,1.002716492,1.556931222,1.246731684,1.132527128,0.858269211,1.251403097,1.392285263,0.793039347,1.150669025,1.338537169,1.351231292,1.490723244,0.923879152,1.032724966,1.057074403
Gene_132989,1.485944851,1.226852541,1.267783469,1.525124001,1.510824826,1.175656137,1.290577089,1.428604721,1.172933808,1.335654653,1.512439225,1.533405893,1.716283255,1.277669756,1.28955135,0.958676201
Gene_4299,3.364731836,3.206524222,3.294864488,3.321813861,3.250087176,3.465725795,3.319805365,3.327448124,3.442843754,3.234140571,3.334573288,3.430090693,3.211202493,3.563376034,3.478680634,3.597429889
Gene_57563,2.615244734,2.768680675,2.808434296,2.883375873,2.830299233,2.738755249,2.664250056,2.655072657,2.602468094,2.970555047,2.880820606,2.548957516,3.026418536,2.922923571,2.686443196,2.650536137
Gene_345275,0.773490799,1.426149672,1.699603752,1.43398499,1.560486401,1.218505715,1.134503952,0.724671943,0.650582902,1.492070465,1.65602623,1.774532346,1.343980678,1.591257872,1.377053906,1.484004693
Gene_51170,2.643748919,2.8097012,2.883241506,3.009858807,2.886505439,2.648761477,2.865432526,2.753648851,2.617280753,2.953947442,2.867977515,2.806602553,3.25699253,2.566438835,2.645722442,2.54921585
Gene_53343,2.763542073,2.789408822,2.75028523,2.831279957,2.88115622,2.74121137,2.885880846,2.848753552,2.780703839,2.908747093,3.07463433,2.810550559,2.836016899,2.793755612,2.8236172,3.084730202
Gene_8404,3.934386986,3.924195987,4.407354977,4.219499054,4.157758317,4.160725399,3.864949271,3.628045883,3.869835439,4.115585069,3.65502642,4.146749716,4.569609419,3.945519168,4.180162031,3.909491002
Gene_1834,1.530281487,1.749208213,1.325412799,1.752034884,1.760102584,1.461947864,1.446296997,1.41082455,1.814563557,1.697510753,1.044009338,1.828030475,1.38556899,1.454188834,1.658634655,2.12126987
Gene_1758,1.198873443,0.84768556,0.273303172,1.02176728,0.94719938,1.484639231,0.93339376,1.234090223,0.650582902,0.86096944,0.369623378,1.220122789,1.082578753,1.420696656,0.72817828,1.034485129
Gene_56955,0.422478091,0.89193083,0.796423286,1.265815143,1.156969156,0.942971502,0.974058712,1.108507464,1.057609275,1.042058534,0.847565594,1.031422652,1.297983969,1.226356693,0.986578135,1.172386956
Gene_6696,3.871447005,4.290947555,4.3355651,4.473886614,4.346104158,4.332293095,4.266085838,4.259215756,4.399028125,4.704515806,4.608717334,4.393289806,5.201906973,4.21554798,4.309953395,4.391108788
Gene_5311,3.497194353,3.604750674,3.573605183,3.694383911,3.651739194,3.586858156,3.501222781,3.47702253,3.536445675,3.668453605,3.410946619,3.494851762,3.614343027,3.652267282,3.570737017,3.40606313
Gene_9429,3.552831533,3.356258777,3.265523147,3.583960208,3.474401406,3.042459566,3.462029181,3.420517997,3.117357114,3.287777533,3.313852431,3.431974138,3.458548623,3.912080634,2.472248767,3.154068306
Gene_152926,3.053590961,3.095121151,3.271877866,3.157641528,3.127715667,3.046722502,2.947414018,2.943549065,2.869650499,3.189765786,3.100595104,3.103973208,3.421839147,3.05425769,3.017542648,3.188576675
Gene_55008,2.673538159,2.781886747,2.785352035,2.817872534,2.910213285,2.72499253,2.830137837,2.737699765,2.624501833,2.723262085,2.554725855,2.572248065,2.914271573,2.219432287,2.493974227,2.237225566
Gene_102723458,1.729571472,1.838663952,1.897577851,1.953262683,1.975326665,1.731041666,1.959498414,1.971062217,1.50860401,1.888621393,1.555059559,1.557522412,2.082131079,1.198231616,1.637403913,1.249509651
Gene_51191,2.256091577,2.471723531,2.501532609,2.464156304,2.564729104,2.473913509,2.347233299,2.201950468,2.348813752,2.49955732,2.405986639,2.440845985,2.5964274,2.558906373,2.636009174,2.406119327
Gene_84992,2.263944665,2.308353762,2.335599799,2.441086354,2.354962407,2.26198742,2.25204088,2.277234493,2.259085789,2.358425848,2.260540183,2.21180331,2.855263947,2.269061154,2.139743463,2.287936873
Gene_100996939,2.263944665,2.308353762,2.335599799,2.441086354,2.354962407,2.26198742,2.25204088,2.277234493,2.259085789,2.358425848,2.260540183,2.21180331,2.855263947,2.269061154,2.139743463,2.287936873
Gene_8916,3.36994549,3.448075247,3.53926734,3.531867288,3.488031344,3.413522535,3.40043792,3.446022107,3.323363117,3.616458737,3.562424218,3.35470019,3.345236818,3.325998886,3.460591886,3.410475504
Gene_266812,2.282977721,2.367086017,2.248309471,2.211488213,2.155880815,2.162897166,2.470860032,2.466352421,2.294940366,2.181498365,2.415046799,2.341252195,2.448048921,1.470013644,1.835002104,2.274804483
Gene_285512,1.657281737,1.69974992,1.8185326,1.873514566,1.709892212,1.705216658,1.682622886,1.63318707,1.725033411,1.863300904,1.932262637,1.802104654,1.612140212,1.84941015,1.707571388,1.994256599
Gene_10144,2.831787594,2.779713434,2.960997805,2.886964135,2.866560898,2.867786889,2.800490724,2.810719894,2.702913774,2.928101875,3.074388826,3.045553746,2.707762444,3.028407806,2.79050057,3.193267022
Gene_166815,1.716044236,1.896463197,1.882878045,1.986470149,1.978922641,1.705216658,1.845379552,1.900712529,1.593299225,1.971536162,1.889330931,1.602075243,2.069999314,1.541494476,1.566669219,1.832833935
Gene_285513,2.413827841,2.532567068,2.571187874,2.72800937,2.724637791,2.585246324,2.993205038,3.087630012,2.396735727,2.760682093,3.010195586,2.991197385,2.670308676,1.962933727,2.73943598,2.597466059
Gene_6622,3.269177853,3.525981972,3.455091112,3.521422241,3.596404458,3.459211175,3.455416441,3.352235921,3.565082796,3.444542515,3.561385234,3.476586438,3.681375097,3.448225752,3.544867001,3.333740508
Gene_22915,1.350037608,1.613071098,1.359979524,1.617361355,1.675281468,1.718321092,0.974058712,1.493232833,1.172933808,1.855786795,2.777875936,1.897642536,2.502830362,2.54995013,2.307869175,2.075244372
Gene_401145,2.840127483,2.852739472,2.712874087,2.951205733,2.884729677,2.678053138,2.67287838,2.616147726,2.662204464,2.867609197,2.784628088,2.600770754,3.091554419,2.60454393,2.878772725,2.769152336
Gene_2895,2.855345809,3.057723415,2.772049308,2.776126791,2.874375691,2.858539218,2.636442448,2.541003896,2.864529959,2.732420491,2.488116152,2.709200742,2.682488762,2.412751457,2.894100481,2.749939008
Gene_56916,3.468036247,3.617280835,3.656409053,3.785799383,3.693206053,3.572289371,3.541921059,3.500676408,3.507430195,3.745299022,3.650943938,3.471754618,4.008880914,3.510102406,3.494385746,3.393870148
Gene_27306,1.641258896,1.920748943,1.53528838,1.600414864,1.541297712,0.942971502,1.495719266,1.738863344,1.172933808,1.639204812,1.998483678,0.835703931,2.419665311,1.30121843,1.466288422,1.26341715
Gene_10611,3.23727722,3.10579152,3.293123936,3.321813861,3.317464678,3.28681309,3.081926799,3.030125056,3.083867783,3.210514941,3.05040934,3.206774067,3.442151124,3.36252363,3.25734585,3.115618694
Gene_658,3.189658745,2.986076347,3.181989536,3.231672374,3.259009634,3.188649924,2.901298092,2.875085249,2.864529959,3.045956871,2.834316384,2.92905118,3.334441693,3.263215891,3.493022621,2.846426453
Gene_8633,3.276799872,3.271886026,3.207741811,3.219381715,3.168222891,2.979335479,3.20297304,3.192643918,3.293337874,3.120400029,2.993361373,3.010633555,2.931532834,2.939051278,2.881881859,2.9835513
Gene_285555,1.884708638,1.896463197,2.11038889,2.135368859,2.05434356,1.821272635,1.682622886,1.747308124,2.014724785,1.991396676,1.874022478,1.602075243,2.235152996,2.005710555,1.933400471,1.868239695
Gene_5910,3.42297024,3.471843409,3.470173931,3.552418866,3.563010238,3.264273174,3.518738452,3.468683857,3.380028933,3.526554111,3.42879082,3.271194844,3.694909612,3.188313888,3.254202419,3.50015071
Gene_10098,2.805761673,2.793121561,2.684704845,2.77323442,2.757452613,2.631767138,2.823600314,2.801959674,2.824636248,2.647624351,2.78891397,2.585645505,2.717104452,2.563942502,2.633820846,2.706296102
Gene_1977,3.339646969,3.362566881,3.476825718,3.565910717,3.430613659,3.334635132,3.265206869,3.281322241,3.238164565,3.445225814,3.360493459,3.17001317,3.605231788,3.109664246,3.153126511,3.192139499
Gene_23173,2.640490976,2.720265825,2.746208219,2.823595498,2.742282349,2.581724668,2.641480845,2.71126015,2.611785041,2.889191749,2.791276865,2.600770754,2.81218038,2.72086251,2.581421526,2.786731916
Gene_128,3.046587167,3.082015024,3.233388356,3.301143362,3.241369118,3.0140081,3.077972246,3.050567636,2.885641945,3.193438714,3.068205679,3.027650594,3.434069036,2.764789218,3.006057811,2.844635146
Gene_130,1.380834538,1.034145948,1.122813778,1.183866761,1.222987912,1.01381936,0.716844783,0.872578915,1.303208889,0.930065205,0.80405673,0.944496538,1.120694636,1.579341322,1.813785194,0.866776069
Gene_124,1.380834538,1.345303264,1.122813778,1.265815143,1.346530869,1.074714283,0.428787993,1.070484476,0.793039347,1.252937488,0.923351918,1.351231292,0.942800045,0.865472734,1.648149006,1.155171306
Gene_125,1.550860422,1.939998623,1.960277121,1.8959611,1.953102157,2.181062857,1.599148944,1.587343993,2.224522942,2.364341189,1.945679232,2.516683155,2.00841972,2.576283104,2.081223259,2.028484183
Gene_93587,2.077233363,2.26958545,2.304649016,2.475823394,2.353453249,2.04659639,2.043213697,2.052792906,2.029064941,2.174277927,2.040277639,2.05730115,2.825344012,1.947684294,2.288872292,2.028484183
Gene_4547,2.239946109,2.077625575,2.033057953,2.404685599,2.42570773,2.070191196,2.022882227,2.0847028,2.0883106,2.117998087,1.971329563,2.05730115,2.248949922,2.0146703,2.582657354,1.806212098
Gene_27071,1.241874876,1.426149672,1.201319699,1.13625467,1.314668687,1.326346618,1.208342041,1.175822383,1.172933808,1.606826788,1.693015,1.220122789,2.109186305,1.168158249,1.637403913,0.866776069
Gene_8649,2.63390084,2.541142256,2.671123077,2.804578307,2.689139366,2.41580615,2.504174984,2.506009648,2.287224577,2.718089372,2.523570632,2.341252195,3.180834921,2.23838275,2.50591763,2.559027189
Gene_79982,2.994841133,2.985737537,3.088826546,3.191051777,3.051487312,2.800633193,2.921038323,2.859220102,2.756289889,3.018703579,2.962392682,2.814462998,3.395714244,2.665100938,2.807742096,2.913233784
Gene_3015,2.535580688,2.569446611,2.559803117,2.59750904,2.55055908,2.607466285,2.480642194,2.541003896,2.362118764,2.78677239,2.853519643,2.503602015,2.778215822,2.719114657,2.711001087,2.880122105
Gene_115265,1.241874876,1.116729275,1.093139658,1.446479472,1.33089191,1.175656137,0.888524069,0.872578915,0.900130551,1.70293291,1.649543144,1.103818132,1.667325947,1.8866865,1.698215263,1.586267997
Gene_51705,2.494106341,2.052208453,2.250452645,2.309555597,2.396591549,2.129155533,2.272040694,2.224824012,2.463865741,2.199041106,2.25893756,2.467623695,2.672362561,2.951535647,2.092813375,2.262635925
Gene_5530,3.312328252,3.200778211,3.22098323,3.234691449,3.192978626,3.083315396,3.257190824,3.295989011,3.065453998,3.174755332,3.220447387,3.163668889,3.291079335,2.929985894,3.682707317,3.303492236
Gene_90024,1.350037608,1.186089908,0.989585006,1.226770979,1.262011473,1.128111337,1.230406048,1.285457207,0.985969031,1.150669025,1.016840261,1.387404828,1.562311701,1.277669756,1.335502686,1.137244949
Gene_55024,1.969126336,1.571137729,1.587498434,1.380068736,1.587767728,0.613606446,0.974058712,1.493232833,1.372422762,1.267864549,1.016840261,0.944496538,1.575314969,1.8866865,1.970307664,1.592727945
Gene_64116,2.588439812,2.434771855,2.592127013,2.719554243,2.587364432,2.548674652,2.566980937,2.482036636,2.541932931,2.590121517,2.572243633,2.704209041,2.898735957,2.910703932,2.478567727,2.475210386
Gene_4790,2.855345809,2.915634154,2.950462718,2.995834422,2.967876167,2.98982377,2.900838855,2.93819348,2.974914377,3.072291604,3.07463433,2.992060772,3.251627163,3.238773983,3.010688255,2.960804389
Gene_4126,3.290191219,3.26320631,3.267171997,3.290515275,3.232272673,3.120144621,3.133274842,3.195036848,3.171912727,3.301436164,3.29417082,3.187959162,3.444754398,3.31769283,3.171002305,3.21842356
Gene_102723704,2.841158798,2.795754218,2.891625438,2.886964135,2.858130214,2.838453477,2.805669949,2.809272074,2.829130045,2.883184801,2.96397887,2.890492532,3.179243399,2.837225033,2.884968893,2.991559431
Gene_7323,3.246286036,3.259432663,3.330247617,3.303717464,3.264053603,3.276582664,3.235203755,3.257187571,3.281274183,3.350810389,3.412978415,3.300991341,3.549419243,3.257676818,3.344547275,3.425998863
Gene_493856,2.625520004,2.706947224,2.725944398,2.911706779,2.830803188,2.605796842,2.662662684,2.654037215,2.484119084,2.913086411,2.784628088,2.567688807,3.32747089,2.624594579,2.432273196,2.636271937
Gene_150159,2.601154909,2.737411478,2.79277456,2.944214997,2.803253453,2.642658383,2.620966757,2.643544705,2.606218892,2.824612876,2.676506558,2.619474175,3.215036953,2.472303746,2.55198131,2.532599927
Gene_133308,2.837018762,2.797326186,2.773974827,2.82822247,2.803789769,2.823515598,2.656254536,2.773779957,2.681468517,2.764439813,2.810633448,2.754707886,2.927566136,2.718238086,2.770148586,2.861188678
Gene_56898,3.36039074,3.143680243,3.371460076,3.483315673,3.32301323,3.252360114,3.185436986,3.13806341,3.013130443,3.500728347,3.232898698,3.166564147,3.738991816,3.128148439,2.947860986,3.089863208
Gene_1062,2.138496893,2.255246507,2.584268775,2.566878066,2.515578705,2.162897166,2.224583181,2.0847028,2.161735238,2.357233049,2.139577086,2.190487313,2.838819255,1.926481269,2.319333638,1.714884492
Gene_6870,1.80292506,2.399640382,1.867663202,2.119972311,2.016629712,1.912764456,1.518469767,1.85097432,2.049724641,1.799198737,1.601230853,1.729585078,1.979097824,1.485282044,1.688653131,1.500172361
Gene_80319,1.755423978,1.928551497,1.782391365,1.90462464,1.794283887,1.74340023,1.912931796,1.888801751,1.630163587,1.840356935,1.862176282,1.918569985,1.829724792,1.591257872,1.591549705,1.843761989
Gene_101929468,1.097508395,1.330234692,0.989585006,1.053340292,0.906857307,0.942971502,1.271431637,1.234090223,0.985969031,1.150669025,1.215776655,0.944496538,1.120694636,0.975353769,1.032724966,1.057074403
Gene_54790,3.308833209,3.271183944,3.383586017,3.429926408,3.375779379,3.363333928,3.240280343,3.166051123,3.245938726,3.318612626,3.260634417,3.231319529,3.3196946,3.277004591,3.443420697,3.116387449
